dim,id,mode,freq,size,len,attr_ratio,score,TP,FP,FN,Precision,Recall,F1,Transition_Accuracy,Attractors_Correct,Attractors_True_Count,Attractors_Learned_Count,Attractors_Precision,Attractors_Recall,Attractors_F1,filename
7,001,sync,1,10,50,1.0,MDL,12,1,7,0.9230769230769231,0.631578947368421,0.7499999999999999,0.296875,3,5,8,0.375,0.6,0.4615384615384615,7d_001_sync_f1_s10_l50_at1.0_scrMDL.bif
7,001,async,1,10,10,0.0,MDL,2,5,17,0.2857142857142857,0.10526315789473684,0.15384615384615385,0.0078125,1,3,96,0.010416666666666666,0.3333333333333333,0.0202020202020202,7d_001_async_f1_s10_l10_at0.0_scrMDL.bif
7,001,async,1,100,50,0.4,MDL,15,5,4,0.75,0.7894736842105263,0.7692307692307692,0.0546875,3,3,96,0.03125,1.0,0.06060606060606061,7d_001_async_f1_s100_l50_at0.4_scrMDL.bif
7,001,sync,1,1,500,1.0,MDL,4,2,15,0.6666666666666666,0.21052631578947367,0.32,0.0625,1,5,20,0.05,0.2,0.08000000000000002,7d_001_sync_f1_s1_l500_at1.0_scrMDL.bif
7,001,sync,1,300,10,0.9,BDE,15,0,4,1.0,0.7894736842105263,0.8823529411764706,0.5625,5,5,8,0.625,1.0,0.7692307692307693,7d_001_sync_f1_s300_l10_at0.9_scrBDE.bif
7,001,async,5,300,50,1.0,BDE,12,9,7,0.5714285714285714,0.631578947368421,0.6,0.0703125,3,3,3,1.0,1.0,1.0,7d_001_async_f5_s300_l50_at1.0_scrBDE.bif
7,001,async,1,300,50,0.6,MDL,15,5,4,0.75,0.7894736842105263,0.7692307692307692,0.0546875,3,3,96,0.03125,1.0,0.06060606060606061,7d_001_async_f1_s300_l50_at0.6_scrMDL.bif
7,001,async,1,100,100,1.0,MDL,12,6,7,0.6666666666666666,0.631578947368421,0.6486486486486486,0.0703125,3,3,24,0.125,1.0,0.2222222222222222,7d_001_async_f1_s100_l100_at1.0_scrMDL.bif
7,001,async,1,10,100,0.5,MDL,14,5,5,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.0546875,3,3,96,0.03125,1.0,0.06060606060606061,7d_001_async_f1_s10_l100_at0.5_scrMDL.bif
7,001,async,1,1,50,0.2,MDL,3,4,16,0.42857142857142855,0.15789473684210525,0.23076923076923078,0.03125,1,3,64,0.015625,0.3333333333333333,0.029850746268656716,7d_001_async_f1_s1_l50_at0.2_scrMDL.bif
