dim,id,mode,freq,size,len,attr_ratio,score,TP,FP,FN,Precision,Recall,F1,Transition_Accuracy,Attractors_Correct,Attractors_True_Count,Attractors_Learned_Count,Attractors_Precision,Attractors_Recall,Attractors_F1,filename
10,000,sync,10,1,100,1.0,BDE,10,10,20,0.5,0.3333333333333333,0.4,0.0,0,1,4,0.0,0.0,0,10d_000_sync_f10_s1_l100_at1.0_scrBDE.bif
10,000,sync,10,300,50,1.0,MDL,13,17,17,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.0,0,1,7,0.0,0.0,0,10d_000_sync_f10_s300_l50_at1.0_scrMDL.bif
10,000,sync,1,1,50,1.0,BDE,4,17,26,0.19047619047619047,0.13333333333333333,0.1568627450980392,0.0029296875,0,1,5,0.0,0.0,0,10d_000_sync_f1_s1_l50_at1.0_scrBDE.bif
10,000,async,10,300,10,1.0,MDL,3,8,27,0.2727272727272727,0.1,0.14634146341463417,0.0,0,1,8,0.0,0.0,0,10d_000_async_f10_s300_l10_at1.0_scrMDL.bif
10,000,sync,1,10,10,0.1,MDL,4,20,26,0.16666666666666666,0.13333333333333333,0.14814814814814814,0.0,0,1,2,0.0,0.0,0,10d_000_sync_f1_s10_l10_at0.1_scrMDL.bif
10,000,async,1,1,50,0.9,BDE,4,6,26,0.4,0.13333333333333333,0.2,0.0,0,1,1024,0.0,0.0,0,10d_000_async_f1_s1_l50_at0.9_scrBDE.bif
10,000,sync,1,100,10,0.4,MDL,6,24,24,0.2,0.2,0.20000000000000004,0.0,0,1,1,0.0,0.0,0,10d_000_sync_f1_s100_l10_at0.4_scrMDL.bif
10,000,async,5,100,10,1.0,MDL,5,15,25,0.25,0.16666666666666666,0.2,0.0,0,1,6,0.0,0.0,0,10d_000_async_f5_s100_l10_at1.0_scrMDL.bif
10,000,async,1,10,10,1.0,MDL,4,7,26,0.36363636363636365,0.13333333333333333,0.1951219512195122,0.0,0,1,1024,0.0,0.0,0,10d_000_async_f1_s10_l10_at1.0_scrMDL.bif
10,000,sync,1,300,10,0.6,MDL,6,24,24,0.2,0.2,0.20000000000000004,0.0,0,1,1,0.0,0.0,0,10d_000_sync_f1_s300_l10_at0.6_scrMDL.bif
10,000,async,10,10,10,0.9,BDE,0,0,30,0.0,0.0,0.0,0.0,0,1,1024,0.0,0.0,0,10d_000_async_f10_s10_l10_at0.9_scrBDE.bif
10,000,async,5,10,10,0.8,MDL,2,6,28,0.25,0.06666666666666667,0.10526315789473685,0.0009765625,0,1,96,0.0,0.0,0,10d_000_async_f5_s10_l10_at0.8_scrMDL.bif
10,000,sync,10,100,10,0.8,BDE,9,21,21,0.3,0.3,0.3,0.0,0,1,3,0.0,0.0,0,10d_000_sync_f10_s100_l10_at0.8_scrBDE.bif
10,000,sync,5,100,50,1.0,MDL,11,19,19,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.001953125,0,1,1,0.0,0.0,0,10d_000_sync_f5_s100_l50_at1.0_scrMDL.bif
10,000,sync,5,10,500,1.0,MDL,12,18,18,0.4,0.4,0.4000000000000001,0.0,0,1,2,0.0,0.0,0,10d_000_sync_f5_s10_l500_at1.0_scrMDL.bif
10,000,async,1,300,100,1.0,BDE,6,24,24,0.2,0.2,0.20000000000000004,0.0,0,1,896,0.0,0.0,0,10d_000_async_f1_s300_l100_at1.0_scrBDE.bif
10,000,sync,1,10,10,0.6,BDE,4,21,26,0.16,0.13333333333333333,0.14545454545454545,0.0,0,1,1,0.0,0.0,0,10d_000_sync_f1_s10_l10_at0.6_scrBDE.bif
10,000,sync,1,1,50,0.8,BDE,4,18,26,0.18181818181818182,0.13333333333333333,0.15384615384615383,0.0,0,1,2,0.0,0.0,0,10d_000_sync_f1_s1_l50_at0.8_scrBDE.bif
