dim,id,mode,freq,size,len,attr_ratio,score,TP,FP,FN,Precision,Recall,F1,Transition_Accuracy,Attractors_Correct,Attractors_True_Count,Attractors_Learned_Count,Attractors_Precision,Attractors_Recall,Attractors_F1,filename
5,002,async,10,100,100,1.0,BDE,2,0,8,1.0,0.2,0.33333333333333337,0.09375,1,1,8,0.125,1.0,0.2222222222222222,5d_002_async_f10_s100_l100_at1.0_scrBDE.bif
5,002,async,1,300,50,0.8,MDL,8,7,2,0.5333333333333333,0.8,0.64,0.3125,1,1,9,0.1111111111111111,1.0,0.19999999999999998,5d_002_async_f1_s300_l50_at0.8_scrMDL.bif
5,002,async,10,300,50,1.0,BDE,2,1,8,0.6666666666666666,0.2,0.30769230769230765,0.09375,1,1,4,0.25,1.0,0.4,5d_002_async_f10_s300_l50_at1.0_scrBDE.bif
5,002,async,1,100,10,1.0,BDE,0,0,10,0.0,0.0,0.0,0.03125,1,1,32,0.03125,1.0,0.06060606060606061,5d_002_async_f1_s100_l10_at1.0_scrBDE.bif
5,002,async,10,100,10,0.8,MDL,3,6,7,0.3333333333333333,0.3,0.3157894736842105,0.125,1,1,5,0.2,1.0,0.33333333333333337,5d_002_async_f10_s100_l10_at0.8_scrMDL.bif
5,002,sync,1,100,10,1.0,MDL,0,0,10,0.0,0.0,0.0,0.03125,1,1,32,0.03125,1.0,0.06060606060606061,5d_002_sync_f1_s100_l10_at1.0_scrMDL.bif
5,002,sync,1,100,100,1.0,BDE,9,0,1,1.0,0.9,0.9473684210526316,0.875,1,1,1,1.0,1.0,1.0,5d_002_sync_f1_s100_l100_at1.0_scrBDE.bif
5,002,async,10,1,10,0.9,BDE,0,0,10,0.0,0.0,0.0,0.03125,1,1,32,0.03125,1.0,0.06060606060606061,5d_002_async_f10_s1_l10_at0.9_scrBDE.bif
5,002,async,1,10,10,0.4,MDL,4,5,6,0.4444444444444444,0.4,0.4210526315789474,0.125,1,1,8,0.125,1.0,0.2222222222222222,5d_002_async_f1_s10_l10_at0.4_scrMDL.bif
5,002,async,1,1,50,0.8,MDL,2,1,8,0.6666666666666666,0.2,0.30769230769230765,0.09375,1,1,8,0.125,1.0,0.2222222222222222,5d_002_async_f1_s1_l50_at0.8_scrMDL.bif
5,002,async,5,1,10,0.5,MDL,0,1,10,0.0,0.0,0.0,0.03125,1,1,32,0.03125,1.0,0.06060606060606061,5d_002_async_f5_s1_l10_at0.5_scrMDL.bif
