dim,id,mode,freq,size,len,attr_ratio,score,TP,FP,FN,Precision,Recall,F1,Transition_Accuracy,Attractors_Correct,Attractors_True_Count,Attractors_Learned_Count,Attractors_Precision,Attractors_Recall,Attractors_F1,filename
10,003,sync,1,300,10,0.1,MDL,8,21,21,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.0029296875,0,3,3,0.0,0.0,0.0,10d_003_sync_f1_s300_l10_at0.1_scrMDL.bif
10,003,async,5,100,100,1.0,MDL,7,23,22,0.23333333333333334,0.2413793103448276,0.23728813559322037,0.0009765625,0,2,7,0.0,0.0,0.0,10d_003_async_f5_s100_l100_at1.0_scrMDL.bif
10,003,sync,1,10,50,0.9,BDE,8,20,21,0.2857142857142857,0.27586206896551724,0.28070175438596495,0.001953125,0,3,2,0.0,0.0,0.0,10d_003_sync_f1_s10_l50_at0.9_scrBDE.bif
10,003,async,1,300,100,0.0,BDE,11,19,18,0.36666666666666664,0.3793103448275862,0.3728813559322034,0.0009765625,1,2,1024,0.0009765625,0.5,0.001949317738791423,10d_003_async_f1_s300_l100_at0.0_scrBDE.bif
10,003,async,10,300,10,0.7,BDE,7,23,22,0.23333333333333334,0.2413793103448276,0.23728813559322037,0.0009765625,0,2,4,0.0,0.0,0.0,10d_003_async_f10_s300_l10_at0.7_scrBDE.bif
10,003,async,5,10,100,0.7,MDL,8,20,21,0.2857142857142857,0.27586206896551724,0.28070175438596495,0.0,0,2,17,0.0,0.0,0.0,10d_003_async_f5_s10_l100_at0.7_scrMDL.bif
10,003,async,1,1,50,0.4,MDL,5,6,24,0.45454545454545453,0.1724137931034483,0.25000000000000006,0.0,0,2,192,0.0,0.0,0.0,10d_003_async_f1_s1_l50_at0.4_scrMDL.bif
10,003,sync,1,1,500,0.9,BDE,6,11,23,0.35294117647058826,0.20689655172413793,0.2608695652173913,0.0,0,3,2,0.0,0.0,0.0,10d_003_sync_f1_s1_l500_at0.9_scrBDE.bif
10,003,async,10,1,10,0.5,MDL,1,2,28,0.3333333333333333,0.034482758620689655,0.0625,0.0009765625,0,2,128,0.0,0.0,0.0,10d_003_async_f10_s1_l10_at0.5_scrMDL.bif
10,003,sync,5,300,10,0.8,MDL,10,20,19,0.3333333333333333,0.3448275862068966,0.33898305084745767,0.0009765625,0,3,1,0.0,0.0,0.0,10d_003_sync_f5_s300_l10_at0.8_scrMDL.bif
10,003,async,1,10,500,1.0,BDE,9,14,20,0.391304347826087,0.3103448275862069,0.34615384615384615,0.0009765625,0,2,306,0.0,0.0,0.0,10d_003_async_f1_s10_l500_at1.0_scrBDE.bif
10,003,async,1,10,10,0.8,BDE,4,4,25,0.5,0.13793103448275862,0.2162162162162162,0.0009765625,0,2,16,0.0,0.0,0.0,10d_003_async_f1_s10_l10_at0.8_scrBDE.bif
10,003,sync,5,1,100,1.0,BDE,1,3,28,0.25,0.034482758620689655,0.0606060606060606,0.0,0,3,64,0.0,0.0,0.0,10d_003_sync_f5_s1_l100_at1.0_scrBDE.bif
10,003,async,5,100,50,0.6,MDL,8,22,21,0.26666666666666666,0.27586206896551724,0.2711864406779661,0.0,0,2,16,0.0,0.0,0.0,10d_003_async_f5_s100_l50_at0.6_scrMDL.bif
10,003,async,5,10,10,1.0,BDE,3,5,26,0.375,0.10344827586206896,0.16216216216216217,0.00390625,0,2,24,0.0,0.0,0.0,10d_003_async_f5_s10_l10_at1.0_scrBDE.bif
10,003,sync,1,100,10,0.3,MDL,8,21,21,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.0029296875,0,3,3,0.0,0.0,0.0,10d_003_sync_f1_s100_l10_at0.3_scrMDL.bif
10,003,async,1,100,50,1.0,BDE,7,10,22,0.4117647058823529,0.2413793103448276,0.3043478260869565,0.0009765625,0,2,16,0.0,0.0,0.0,10d_003_async_f1_s100_l50_at1.0_scrBDE.bif
10,003,async,10,100,10,0.5,BDE,6,24,23,0.2,0.20689655172413793,0.20338983050847456,0.00390625,0,2,6,0.0,0.0,0.0,10d_003_async_f10_s100_l10_at0.5_scrBDE.bif
10,003,sync,1,1,100,0.8,BDE,5,10,24,0.3333333333333333,0.1724137931034483,0.22727272727272724,0.0009765625,0,3,4,0.0,0.0,0.0,10d_003_sync_f1_s1_l100_at0.8_scrBDE.bif
10,003,sync,5,100,50,1.0,BDE,10,20,19,0.3333333333333333,0.3448275862068966,0.33898305084745767,0.0048828125,0,3,2,0.0,0.0,0.0,10d_003_sync_f5_s100_l50_at1.0_scrBDE.bif
10,003,async,5,100,10,0.3,MDL,7,22,22,0.2413793103448276,0.2413793103448276,0.2413793103448276,0.0,0,2,4,0.0,0.0,0.0,10d_003_async_f5_s100_l10_at0.3_scrMDL.bif
10,003,sync,1,100,50,0.6,MDL,8,21,21,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.0029296875,0,3,3,0.0,0.0,0.0,10d_003_sync_f1_s100_l50_at0.6_scrMDL.bif
10,003,async,10,10,10,0.5,MDL,1,15,28,0.0625,0.034482758620689655,0.044444444444444446,0.0,0,2,1,0.0,0.0,0.0,10d_003_async_f10_s10_l10_at0.5_scrMDL.bif
10,003,sync,1,1,10,0.7,BDE,0,1,29,0.0,0.0,0.0,0.0029296875,1,3,512,0.001953125,0.3333333333333333,0.003883495145631068,10d_003_sync_f1_s1_l10_at0.7_scrBDE.bif
10,003,sync,5,10,500,1.0,BDE,2,12,27,0.14285714285714285,0.06896551724137931,0.09302325581395349,0.0,0,3,1,0.0,0.0,0.0,10d_003_sync_f5_s10_l500_at1.0_scrBDE.bif
10,003,sync,5,100,500,1.0,BDE,8,22,21,0.26666666666666666,0.27586206896551724,0.2711864406779661,0.001953125,0,3,2,0.0,0.0,0.0,10d_003_sync_f5_s100_l500_at1.0_scrBDE.bif
10,003,sync,10,100,100,1.0,BDE,8,22,21,0.26666666666666666,0.27586206896551724,0.2711864406779661,0.0,0,3,6,0.0,0.0,0.0,10d_003_sync_f10_s100_l100_at1.0_scrBDE.bif
10,003,sync,5,1,10,0.8,MDL,0,0,29,0.0,0.0,0.0,0.0009765625,1,3,1024,0.0009765625,0.3333333333333333,0.0019474196689386564,10d_003_sync_f5_s1_l10_at0.8_scrMDL.bif
10,003,sync,10,10,50,0.9,MDL,5,13,24,0.2777777777777778,0.1724137931034483,0.21276595744680854,0.001953125,0,3,1,0.0,0.0,0.0,10d_003_sync_f10_s10_l50_at0.9_scrMDL.bif
10,003,async,1,1,10,0.1,MDL,0,0,29,0.0,0.0,0.0,0.0009765625,1,2,1024,0.0009765625,0.5,0.001949317738791423,10d_003_async_f1_s1_l10_at0.1_scrMDL.bif
10,003,sync,1,10,100,0.7,MDL,8,20,21,0.2857142857142857,0.27586206896551724,0.28070175438596495,0.001953125,0,3,2,0.0,0.0,0.0,10d_003_sync_f1_s10_l100_at0.7_scrMDL.bif
10,003,sync,10,300,10,0.6,MDL,10,20,19,0.3333333333333333,0.3448275862068966,0.33898305084745767,0.0,0,3,2,0.0,0.0,0.0,10d_003_sync_f10_s300_l10_at0.6_scrMDL.bif
10,003,async,5,300,10,0.1,MDL,5,25,24,0.16666666666666666,0.1724137931034483,0.16949152542372883,0.0,0,2,5,0.0,0.0,0.0,10d_003_async_f5_s300_l10_at0.1_scrMDL.bif
10,003,async,10,10,50,0.7,BDE,7,20,22,0.25925925925925924,0.2413793103448276,0.25,0.0,0,2,3,0.0,0.0,0.0,10d_003_async_f10_s10_l50_at0.7_scrBDE.bif
10,003,async,1,10,100,0.9,BDE,10,9,19,0.5263157894736842,0.3448275862068966,0.4166666666666667,0.0009765625,1,2,560,0.0017857142857142857,0.5,0.0035587188612099642,10d_003_async_f1_s10_l100_at0.9_scrBDE.bif
10,003,async,5,100,100,0.8,MDL,10,20,19,0.3333333333333333,0.3448275862068966,0.33898305084745767,0.0,0,2,12,0.0,0.0,0.0,10d_003_async_f5_s100_l100_at0.8_scrMDL.bif
10,003,sync,1,1,50,0.5,MDL,7,12,22,0.3684210526315789,0.2413793103448276,0.2916666666666667,0.0,0,3,7,0.0,0.0,0.0,10d_003_sync_f1_s1_l50_at0.5_scrMDL.bif
10,003,async,10,1,10,0.2,BDE,0,2,29,0.0,0.0,0.0,0.0009765625,0,2,256,0.0,0.0,0.0,10d_003_async_f10_s1_l10_at0.2_scrBDE.bif
